nid,title,content
1499076,Dinosaur Fossil - Nature Sand Dino Dig Stocking Stuffer - 1pc,"An ultra-cool prehistoric project. Use the excavating tool and brush to unearth ancient dinosaur fossils from the sandstone. Now the job is to reconstruct the dinosaur. Each canister contains brush, excavating tool, sandstone, bones, platform, and instructions"
5909,The Story of the World: History for the Classical Child: Ancient Times: Tests and Answer Key (Vol. 1)  (Story of the World) (v. 1),"Susan Wise Bauer is the best-selling author of the Story of the World series, The Well-Trained Mind, The Well-Educated Mind, The History of the Ancient World, and The History of the Medieval World. She lives in Charles City, Virginia.Elizabeth Rountree has taught elementary school children for more than ten years. She lives and works outside of Richmond, Virginia."
123951,The Kingfisher History Encyclopedia,"Gr 5 Up-Concise and intriguing, these entries are arranged in chronological sections (""The Middle Ages, 1101-1460,"" ""The World at War, 1914-1949"") that open with an overview of the period and present approximately 25 chapter spreads each on various events and figures of the era. The material covers from the ancient world to today and includes snippets on the success of Alexander the Great, the Viking longships design that was created to ward off evil, Florence Nightingale's response to serving in the Crimean War, the birth of the United States, the Cold War, and space exploration. Each chapter features a box listing key dates and pages are capped by a time line that will keep readers in tune with the progress of change. The numerous color illustrations per page include captioned maps and photographs or (on the pages covering earlier times) illustrations of places, artifacts, events, and people. Each section concludes with a deeper look at the arts, architecture, and science and technology of the time. With an engaging writing style and colorful and informative images, this book will have a general appeal that will extend beyond report usage.--Beth McGuire, Hempfield Area School District, Greensburg, PA &#x3B1;(c) Copyright 2011. Library Journals LLC, a wholly owned subsidiary of Media Source, Inc. No redistribution permitted."
17699,The Well-Trained Mind: A Guide to Classical Education at Home (Third Edition),&#x201C;An excellent resource for any family.&#x201D; (Educational Freedom Press)&#x201C;Has caused a revolution within the homeschool community.&#x201D; (The Old Schoolhouse Magazine)&#x201C;An invaluable road map.&#x201D; (The Daily Democrat)
7480,"Optivite Pmt Tablets, 180 tabs","Optivite PMT is the first multivitamin - multimineral supplement formulated for use by women with Premenstrual tension syndromes (PMTS). Available to PMTS sufferers over the past 20 years, Optivite underwent several clinical studies published in peer-reviewed medical journals: 3 open trials and 2 double blind placebo-controlled studies. A 50% reduction of PMTS complaints has been observed in those studies following 1 to 3 months on this supplement. When 313 PMTS sufferers were followed for up to 5 years on this program, an interesting observation was that the number of tablets of Optivite required to maintain the improvement in PMTS complaints decreased over time: 5.2 0.36 tablets between 2 and 6 months: 4.8 + 0.6 tablets between 7 and 12 months: 4.3 + 0.48 tablets between 13 and 24 months and 3.2 + 0.34 tablets over 24 months. With over 100,000 women on this program during the first 5 years of availability of Optivite, not a single documented case of Vitamin A toxicity and peripheral neuropathy due to Vitamin B-6 has been reported. Optivite is recommended as part of a total dietary program to obtain best results."
2415633,"""Professor Noggin's History &amp; Geography Card Games: Set of 6""","A favorite of teachers, these games each have 30 sturdy cards with trivia, true/false and multiple-choice questions that build confidence and retention, plus add great details that students might not find in their textbooks. Card games include a three-sided die and 180 questions per set; kids keep cards to tally scores for team play. Set of six games includes the following topics: History of the United States, Wonders of the World, Ancient Civilizations, American Revolution, Presidents of the United States and Countries of the World."
76127,DK Eyewitness Books: Ancient Egypt,"Eyewitness Books'Ancient Egyptcontinues the tradition of excellent, accurate, and beautiful reference works for kids 9 to 12 years old. Ancient Egyptian civilization holds a special fascination for many, with its mummies, pyramids, and highly stylized artworks. Kids can explore a Pharaoh's tomb, see a mummy up close, and find out about Egyptian gods. Lots of archaeological relics show what life was like for the ancient Egyptians, from how they dressed to the games they played.--This text refers to an out of print or unavailable edition of this title."
2887,Ancient Greece (DK Eyewitness Books),"Ancient Greek culture, which reached its peak in Athens in the 5th century B.C., produced some of the most glorious and fascinating relics of Western civilization. This terrific Eyewitness Book traces ancient Greek achievements from the Bronze Age through the Hellenistic period using evidence found by archaeologists. Greek myths are introduced by way of statues, carvings, and illustrations. Like all the books of this series,Ancient Greeceis incredibly rich in vivid, colorful photographs, which bring the subject to life. Kids and adults can learn about power and politics in Athens, the legendary Herakles (not quite like the Disney version), temples, and home life. Archaeological evidence shows what life was like for women and children of ancient Greece, what people did for fun, and what their standards of beauty and accomplishment were. It's easy to see how influential this ancient culture has been on modern life, from science and medicine to the Olympic games. Extremely informative, intriguing, and entertaining.--This text refers to an out of print or unavailable edition of this title."
150689,Ancient Egyptians and Their Neighbors: An Activity Guide,"Grade 4-8-The well-written text, adequate illustrations and reproductions, and manageable projects are reason enough to purchase this title. However, the truly unusual aspect of the book is that it includes the Mesopotamians, Nubians, and Hittites-generally not covered in books on Egypt. Broida provides a broad overview of the ancient Near East that allows readers to compare the different societies. Each chapter focuses on a different civilization and gives brief information on and activities related to its history, geography, architecture, clothing, writing, work, food, and religious beliefs. There are instructions for making models, costumes, and jewelry as well as recipes and writing and math activities. An outstanding time line that compares all four groups provides a visual understanding of the relationships and differences among the cultures. Finally, the far-reaching bibliography is excellent. It is rare to find this much information packed into a single volume.Betsy Barnett, Eads School District, COCopyright 2000 Reed Business Information, Inc."
1636841,Mesopotamia and the Fertile Crescent (Looking Back),"Grade 5-7-This useful title traces the evolution of the Sumerians, Babylonians, and Assyrians from prehistoric peoples to agrarian village cultures to flourishing empires. Individual chapters concentrate on government, religion, arts, sciences, and the rise of the Persian Empire. Competently written with useful information for reports, this cultural history is well organized and clearly stated. Maps and full-color reproductions and photographs of artifacts and ruins help make the presentation attractive and easy to understand. For those wanting more extensive information, Pamela F. Service's Mesopotamia (Benchmark, 1998) and Elaine Landau's The Assyrians, The Babylonians, and The Sumerians (all Millbrook, 1997) offer good solid information for the same age group.Cynthia M. Sturgis, Ledding Library, Milwaukee, ORCopyright 1999 Reed Business Information, Inc."
58305,"""Why Do Leaves Change Color? (Let's-Read-and-Find-Out Science, Stage 2)""","Ages 5-9. In the Let's-Read-and-Find-Out Science Stage 2 series, this is an informative concept book that explains what happens to leaves in autumn as they change colors and then separate from the tree. Krupinski's bright gouache-and-colored pencil illustrations show a boy and a girl playing in a country landscape that changes with weather and light. There are also detailed pictures of leaves in different sizes, shapes, and colors. Maestro includes simple instructions for making a leaf rubbing and for pressing leaves, as well as suggestions for places to visit where the fall foliage is special.Hazel Rochman--This text refers to an out of print or unavailable edition of this title."
39905,"""Who Eats What? Food Chains and Food Webs (Let's-Read-and-Find-Out Science, Stage 2)""","Ages 5^-8. This Let's-Read-and-Find-Out Science book presents food chains and food webs on land and under water. Besides showing who eats what in the wild, it brings the food chain idea closer to home with the suggestion that children draw pictures showing the chains for the things they eat, such as their milk, which came from a cow, which ate grass. Clear, simple ink-and-watercolor drawings illustrate the clear, simple text. Informative and intriguing, this basic science book leads children to think about the complex and interdependent web of life on Earth.Carolyn Phelan--This text refers to an out of print or unavailable edition of this title."
233884,"""How Many Teeth? (Let's-Read-and-Find-Out Science 1)""","Kindergarten-Grade 2-- How many teeth does one have during the various stages of life? That is the premise in this introduction that has been a mainstay in libraries serving children for nearly 30 years (HarperCollins, 1962). The update is long overdue. Changes in text are slight; the big transformation is in the book's overall appearance. The characters have been given an updated, more cartoonlike look, with new hairstyles and casual clothing. Gender and ethnic representation is more balanced, and the figures are more active. A baby formerly being held and fed is now feeding himself a bottle, Elizabeth has escaped her confining highchair, and readers see Sam brushing his teeth morning and night, rather than just a sketch of the sun and moon. But the biggest change is in the parents. Yesterday's stay-at-home Mom, in bathrobe, rollers, and lipstick, and Dad, in his business suit, have been replaced by a couple enjoying themselves at a picnic. Full-color watercolors replace Galdone's two-color drawings. All contribute to a striking uplift for an old standby, worth serious consideration. --Denise L. Moll, Lone Pine Elementary School, West Bloomfield,Copyright 1991 Reed Business Information, Inc.--This text refers to an out of print or unavailable edition of this title."
